jninepzpgtzq7four5                                           ;j9pzpgtzq745                                            ;95
fourvjjrttlvdtfour8qxdvlg22two                               ;4vjjrttlvdt48qxdvlg222                                  ;42
7pqqdrrvcmvbr8nine57                                         ;7pqqdrrvcmvbr8957                                       ;77
gvsdldqqxtjtsnnh147hxfour                                    ;gvsdldqqxtjtsnnh147hx4                                  ;14
5nnph1three                                                  ;5nnph13                                                 ;53
fkfzrdjvmnv9onemhlsjzrmxzzjfourjkvvgn                        ;fkfzrdjvmnv91mhlsjzrmxzzj4jkvvgn                        ;94
ggxvcpfxlpjnbtmp3onecmgr                                     ;ggxvcpfxlpjnbtmp31cmgr                                  ;31
three8rjm2                                                   ;38rjm2                                                  ;32
88424four1                                                   ;8842441                                                 ;81
jkgmcm7four63three                                           ;jkgmcm74633                                             ;73
9twotwo3                                                     ;9223                                                    ;93
skzzsfvhnine5dgzvdz                                          ;skzzsfvh95dgzvdz                                        ;95
eight71l1gthree                                              ;871l1g3                                                 ;83
shfrsdsgpsfpqgflvhdhsmlxvprqrplpmznfive3224                  ;shfrsdsgpsfpqgflvhdhsmlxvprqrplpmzn53224                ;54
2536sevensevenmqtrkzlfqkgp                                   ;253677mqtrkzlfqkgp                                      ;27
xnmfive8foursixsix8zjlczq                                    ;xnm584668zjlczq                                         ;58
7threekthree                                                 ;73k3                                                    ;73
hcjeightone84qfjqkxxh9                                       ;hcj8184qfjqkxxh9                                        ;89
lnzkqfzmxonefourqsplvj6qthkx4fourpvrh                        ;lnzkqfzmx14qsplvj6qthkx44pvrh                           ;14
76onejxthllvxrn82lddxx86                                     ;761jxthllvxrn82lddxx86                                  ;76
5mdgxvpseveneightkxltknlz                                    ;5mdgxvp78kxltknlz                                       ;58
3sixnfourfourkdpfrgdsjhseventhree                            ;36n44kdpfrgdsjh73                                       ;33
two72                                                        ;272                                                     ;22
1781lcxvgz1sixrlxtdhgj                                       ;1781lcxvgz16rlxtdhgj                                    ;16
three2kxrhnvkrsv9                                            ;32kxrhnvkrsv9                                           ;39
1bklbbkdh2sevenjkcckrkhm                                     ;1bklbbkdh27jkcckrkhm                                    ;17
4txdqlj2qjjxxk                                               ;4txdqlj2qjjxxk                                          ;42
zndcdgninethreekdspzsgf5ninetdx                              ;zndcdg93kdspzsgf59tdx                                   ;99
28hkvnlxeight                                                ;28hkvnlx8                                               ;28
rntmdthreeone7sixprqdtbsqs12                                 ;rntmd3176prqdtbsqs12                                    ;32
fourqgbkxdj9eightthree                                       ;4qgbkxdj983                                             ;43
eightntrlqffxzjjqrxvthree7eight                              ;8ntrlqffxzjjqrxv378                                     ;88
threefourxtwo4six2                                           ;34x2462                                                 ;32
nineeightptzqqqlfndtnq44dfhgnzbpjpkkjfkvseight               ;98ptzqqqlfndtnq44dfhgnzbpjpkkjfkvs8                     ;98
three8three                                                  ;383                                                     ;33
9mpjm                                                        ;9mpjm                                                   ;99
twofive4xvxvhhfmqnfqtx3threetln                              ;254xvxvhhfmqnfqtx33tln                                  ;23
8zpjkjmdjdclmlblsrqplh                                       ;8zpjkjmdjdclmlblsrqplh                                  ;88
ninethree6seven9pqdbqll5xncgrvp                              ;93679pqdbqll5xncgrvp                                    ;95
ninebqczdbvshrsrlfiveonexjfdmxh1three                        ;9bqczdbvshrsrl51xjfdmxh13                               ;93
lppfqnkgzpbc1nine6ninefninepgspdhvjtk                        ;lppfqnkgzpbc1969f9pgspdhvjtk                            ;19
7rbpjrhhrk                                                   ;7rbpjrhhrk                                              ;77
nine6fourbztvbhpldcjs2vzvfxhfthsjlsvchfdftfive               ;964bztvbhpldcjs2vzvfxhfthsjlsvchfdft5                   ;95
qthreegrq7sixvsrtztppnthree2five                             ;q3grq76vsrtztppn325                                     ;35
nvsvcds67seven6nine                                          ;nvsvcds67769                                            ;69
zgttjndqc34                                                  ;zgttjndqc34                                             ;34
hdbr6jdknllngzdsevenpphrbdh                                  ;hdbr6jdknllngzd7pphrbdh                                 ;67
jsnm7                                                        ;jsnm7                                                   ;77
rmcbzk4sevennine12seven                                      ;rmcbzk479127                                            ;47
pdhzhfsvnbsbphcpfsbqceightmcqhxtgnine9six                    ;pdhzhfsvnbsbphcpfsbqc8mcqhxtg996                        ;86
3three2eightsevenkrkhmsttxsix41                              ;33287krkhmsttx641                                       ;31
5fournqxkbzthree                                             ;54nqxkbz3                                               ;53
one6four4                                                    ;1644                                                    ;14
2gfslqgszddk3crxtcv4njqn                                     ;2gfslqgszddk3crxtcv4njqn                                ;24
fourbzmcklqrtp3tgxcks                                        ;4bzmcklqrtp3tgxcks                                      ;43
vfsqvpjl7                                                    ;vfsqvpjl7                                               ;77
6zkmkm42hjrxlbjsixfoursixmbzsmm                              ;6zkmkm42hjrxlbj646mbzsmm                                ;66
1mgmhtsjkfhgbrxcqlbfb                                        ;1mgmhtsjkfhgbrxcqlbfb                                   ;11
5fiveeight8                                                  ;5588                                                    ;58
fourfourmcssix6two491                                        ;44mcs662491                                             ;41
6sixznqcronetrklkcmj                                         ;66znqcr1trklkcmj                                        ;61
ninefive1twothreenbjz6                                       ;95123nbjz6                                              ;96
threeeightjmvvbbmpxkcb2six7                                  ;38jmvvbbmpxkcb267                                       ;37
hbgxxnthcrfndrncqseven2                                      ;hbgxxnthcrfndrncq72                                     ;72
nine6twomlbkcgdfnjninetwoeight                               ;962mlbkcgdfnj928                                        ;98
37                                                           ;37                                                      ;37
878fivecxpdrbggkfktlghnnprghksz1                             ;8785cxpdrbggkfktlghnnprghksz1                           ;81
pzpcpfour4nine3mxcfcscs8one                                  ;pzpcp4493mxcfcscs81                                     ;41
cxklt1eight                                                  ;cxklt18                                                 ;18
eightfivegxblrtcjgbdfourfsczgvm1pqpjz                        ;85gxblrtcjgbd4fsczgvm1pqpjz                             ;81
6eight2nbzbsqvdm9sixeight                                    ;682nbzbsqvdm968                                         ;68
ftwone6nine686php                                            ;f2ne69686php                                            ;26
16fivesxmpmkfzf                                              ;165sxmpmkfzf                                            ;15
vfmrtfhsrkpxkg897                                            ;vfmrtfhsrkpxkg897                                       ;87
ksix77tzcmhbmnlqone                                          ;k677tzcmhbmnlq1                                         ;61
hdpjfive4two7eightninexjmtxx                                 ;hdpj542789xjmtxx                                        ;59
sevenxcbbvccjtwo7rjdqmmtwossmqdz                             ;7xcbbvccj27rjdqmm2ssmqdz                                ;72
4791                                                         ;4791                                                    ;41
1dxddjrgeightonenlkrpffqtwofive                              ;1dxddjrg81nlkrpffq25                                    ;15
qzjksevenninelsbvlczkdglgtlglcrfour6                         ;qzjk79lsbvlczkdglgtlglcr46                              ;76
66smvxndcrb                                                  ;66smvxndcrb                                             ;66
3mmthree                                                     ;3mm3                                                    ;33
291pbztnnmc                                                  ;291pbztnnmc                                             ;21
oneeight32zzmsc                                              ;1832zzmsc                                               ;12
sfnpmgh5                                                     ;sfnpmgh5                                                ;55
4jtnlvgns4bpqbjteightfive                                    ;4jtnlvgns4bpqbjt85                                      ;45
fiveeightnine19mtxstlf                                       ;58919mtxstlf                                            ;59
sixrdzqlvndv71                                               ;6rdzqlvndv71                                            ;61
two2fourthreeqrtkvfqx                                        ;2243qrtkvfqx                                            ;23
nine5threeseven                                              ;9537                                                    ;97
three6gt8vv1                                                 ;36gt8vv1                                                ;31
threecvrctmlsbgv8one48eighttwo                               ;3cvrctmlsbgv814882                                      ;32
none1hzlrptbxxh9clltwovnqxt                                  ;n11hzlrptbxxh9cll2vnqxt                                 ;12
37svfrkmzndz                                                 ;37svfrkmzndz                                            ;37
1snnmlmpgnine6gkxp9                                          ;1snnmlmpg96gkxp9                                        ;19
mxdspkhrgktmssk6                                             ;mxdspkhrgktmssk6                                        ;66
vp3ninebqsevensevenpdlgldrrsixeight                          ;vp39bq77pdlgldrr68                                      ;38
ninedvj637seven                                              ;9dvj6377                                                ;97
fivethree5eightseven6                                        ;535876                                                  ;56
one6gzb9onesix8seven                                         ;16gzb91687                                              ;17
6fivexlnkmljfjfxpzljctwofour                                 ;65xlnkmljfjfxpzljc24                                    ;64
qsrkpdfourtmsmxcbq729lkkjndgvsv                              ;qsrkpd4tmsmxcbq729lkkjndgvsv                            ;49
six6seven2seven6                                             ;667276                                                  ;66
r9sstthc7kfhjfouronethree                                    ;r9sstthc7kfhj413                                        ;93
5threelfgmxk262                                              ;53lfgmxk262                                             ;52
pvfrx7one                                                    ;pvfrx71                                                 ;71
eightxnrmtjfcrzmflzjffone5htnine                             ;8xnrmtjfcrzmflzjff15ht9                                 ;89
8three37psix5                                                ;8337p65                                                 ;85
8nine1onetrhttvqfour393                                      ;8911trhttvq4393                                         ;83
dbteightwobqbjzm4sldhhsix4                                   ;dbt8wobqbjzm4sldhh64                                    ;84
3nphxlsfbjrstkzcsevenfivetbplknqmng                          ;3nphxlsfbjrstkzc75tbplknqmng                            ;35
fcctqjdtfgshjflnn82fivektzlvhm                               ;fcctqjdtfgshjflnn825ktzlvhm                             ;85
gdznbc758eight3twothree                                      ;gdznbc7588323                                           ;73
d9foureight6threencfgfivectl                                 ;d94863ncfg5ctl                                          ;95
18xrgdprcvxstdonetwokllvznxffiveseven                        ;18xrgdprcvxstd12kllvznxf57                              ;17
6vdtnrr                                                      ;6vdtnrr                                                 ;66
5qmnmqbs89                                                   ;5qmnmqbs89                                              ;59
onellnghcl4                                                  ;1llnghcl4                                               ;14
six33                                                        ;633                                                     ;63
9rfrqkjpbonelfqcpcvrqonesix                                  ;9rfrqkjpb1lfqcpcvrq16                                   ;96
four3brgjgdfs5ckccklxf147frfflvkvbf                          ;43brgjgdfs5ckccklxf147frfflvkvbf                        ;47
one6fourznsnzrdzql                                           ;164znsnzrdzql                                           ;14
jkbzdjdnfh775                                                ;jkbzdjdnfh775                                           ;75
1five1ssrmqpkpjsevenonertszt                                 ;151ssrmqpkpj71rtszt                                     ;11
vrn3eight                                                    ;vrn38                                                   ;38
three3398threenksgf8two                                      ;333983nksgf82                                           ;32
5jptbc                                                       ;5jptbc                                                  ;55
9tfzqlqc7threemh71                                           ;9tfzqlqc73mh71                                          ;91
doneightfour1                                                ;d1ight41                                                ;11
7nine9sevensixkcstwo                                         ;79976kcs2                                               ;72
eight42threefourvjfflgjpsix8                                 ;84234vjfflgjp68                                         ;88
nznsgzzbrpgphpfourzs72hfsixeight                             ;nznsgzzbrpgphp4zs72hf68                                 ;48
ninesix3                                                     ;963                                                     ;93
rzp3kmjnbvjfbxrqftvjbckqxgh9fournine                         ;rzp3kmjnbvjfbxrqftvjbckqxgh949                          ;39
5srpnghlpgrleightwoc                                         ;5srpnghlpgrl8woc                                        ;58
dfjsshvnqdbzttbmeighttwoonedvvnt4eight                       ;dfjsshvnqdbzttbm821dvvnt48                              ;88
5eightcqtwoninehxmspsdglqkmttwo5                             ;58cq29hxmspsdglqkmt25                                   ;55
ckhgxqvm6                                                    ;ckhgxqvm6                                               ;66
twoonec3threenine17                                          ;21c33917                                                ;27
bptqceightcvjxzngrsrhdvzvxhl8                                ;bptqc8cvjxzngrsrhdvzvxhl8                               ;88
9sevenrkchssgltgthreetfthreeeight5                           ;97rkchssgltg3tf385                                      ;95
5four1five4hqfournine                                        ;54154hq49                                               ;59
81f9sevenjfgzjlbvzb9eight                                    ;81f97jfgzjlbvzb98                                       ;88
sixhscsfhtls58                                               ;6hscsfhtls58                                            ;68
kbsrhhfjktwo6vksix6five                                      ;kbsrhhfjk26vk665                                        ;25
f96xhv                                                       ;f96xhv                                                  ;96
5seven7slxxbsjqktseven                                       ;577slxxbsjqkt7                                          ;57
eighteightvvmdsknbfivegx82fvsnkkx                            ;88vvmdsknb5gx82fvsnkkx                                  ;82
2ztmbkmtmcdp4mnpfive2ckdlzk                                  ;2ztmbkmtmcdp4mnp52ckdlzk                                ;22
seven5prxngljdckzpdjttcjninenineseven1                       ;75prxngljdckzpdjttcj9971                                ;71
lxk24threekcftttdhg                                          ;lxk243kcftttdhg                                         ;23
jjplbxkhxdninethzb12nine                                     ;jjplbxkhxd9thzb129                                      ;99
69gxmjk                                                      ;69gxmjk                                                 ;69
74vqnkxjmljtgdr                                              ;74vqnkxjmljtgdr                                         ;74
six5mqtblgxddbkjczzv3                                        ;65mqtblgxddbkjczzv3                                     ;63
nine98pflpm3qfrssixtwonttbg                                  ;998pflpm3qfrs62nttbg                                    ;92
ktwoone61fourcnhl                                            ;k21614cnhl                                              ;24
onekvvzbfvx6                                                 ;1kvvzbfvx6                                              ;16
1gdsflnnssixrtnvlninefour9nxknine                            ;1gdsflnns6rtnvl949nxk9                                  ;19
6vxdfblmtr32bzftmnsneightzbtcshp                             ;6vxdfblmtr32bzftmnsn8zbtcshp                            ;68
bpk1prxsj                                                    ;bpk1prxsj                                               ;11
9fivefivercfd8                                               ;955rcfd8                                                ;98
svvlv3onepcrzrmmhvcjzxjlhznine                               ;svvlv31pcrzrmmhvcjzxjlhz9                               ;39
zqffqvjdt5nine                                               ;zqffqvjdt59                                             ;59
fqkhlcfhmmm4                                                 ;fqkhlcfhmmm4                                            ;44
onetwo7                                                      ;127                                                     ;17
nine37sevenninefive                                          ;937795                                                  ;95
five3eight                                                   ;538                                                     ;58
8onesctsrjrbfourfourxrckjkbsmhpsmlj1                         ;81sctsrjrb44xrckjkbsmhpsmlj1                            ;81
2foureightxcfnfs6                                            ;248xcfnfs6                                              ;26
2three9                                                      ;239                                                     ;29
68onenjdjz3sevenfllzrxbmfonefvxrxs                           ;681njdjz37fllzrxbmf1fvxrxs                              ;61
qkteightmss87khseightninetwo                                 ;qkt8mss87khs892                                         ;82
6tvpxrjtwo399eightone                                        ;6tvpxrj239981                                           ;61
xsvdctmbhd3gtqxlkjkhf8                                       ;xsvdctmbhd3gtqxlkjkhf8                                  ;38
qkxteight398vcbpgjz83                                        ;qkxt8398vcbpgjz83                                       ;83
npkqpeight79                                                 ;npkqp879                                                ;89
1lzqlvqzvvl                                                  ;1lzqlvqzvvl                                             ;11
ptk4dzfhhmxbqkeightninexsgjg3scgtjcxjfd                      ;ptk4dzfhhmxbqk89xsgjg3scgtjcxjfd                        ;43
5six8fivekrvkgsl7                                            ;5685krvkgsl7                                            ;57
2s                                                           ;2s                                                      ;22
1322kth3                                                     ;1322kth3                                                ;13
9twoone4oneseven                                             ;921417                                                  ;97
9fxnckqrmfive                                                ;9fxnckqrm5                                              ;95
8xvkkzzkv48                                                  ;8xvkkzzkv48                                             ;88
77one79seven2four                                            ;77179724                                                ;74
ninetwo42                                                    ;9242                                                    ;92
vjdcxtpmbnineeight2                                          ;vjdcxtpmb982                                            ;92
ninetqsqdztthree96kkqzrqqsone                                ;9tqsqdzt396kkqzrqqs1                                    ;91
brcbcqjdqzninetwodhxnbmppm1                                  ;brcbcqjdqz92dhxnbmppm1                                  ;91
phsflcvsixqpgtqbpftz792tznzxfqnp                             ;phsflcv6qpgtqbpftz792tznzxfqnp                          ;62
goneight5eightfourbgjbl244                                   ;g1ight584bgjbl244                                       ;14
8jpcvzxmchseven59eight65two                                  ;8jpcvzxmch7598652                                       ;82
vmjkgvnmbh63v                                                ;vmjkgvnmbh63v                                           ;63
gmvp7qhlsqqn5oneeight                                        ;gmvp7qhlsqqn518                                         ;78
tgjprthree31fourdvs                                          ;tgjpr3314dvs                                            ;34
vkssixseven1mksmt3eight                                      ;vks671mksmt38                                           ;68
lqcfpbt2seventwo                                             ;lqcfpbt272                                              ;22
5zxjk1twopsrxpj1sixgjqbpzg                                   ;5zxjk12psrxpj16gjqbpzg                                  ;56
vqp2threenktcrcnqreightfourtpqjrpnxeightnine                 ;vqp23nktcrcnqr84tpqjrpnx89                              ;29
318znqfivergd                                                ;318znq5rgd                                              ;35
six92npqlvqpdmninethree2six                                  ;692npqlvqpdm9326                                        ;66
dcsbjdfzthreelcrfmxzfjg18sevenqq                             ;dcsbjdfz3lcrfmxzfjg187qq                                ;37
eightsfdpdrp32two2zgkrmdbbrkdxbkpb                           ;8sfdpdrp3222zgkrmdbbrkdxbkpb                            ;82
8fournfngp9twotwo6three                                      ;84nfngp92263                                            ;83
8nineplmkgqxkr373                                            ;89plmkgqxkr373                                          ;83
tkdctwo2bcknsclmm                                            ;tkdc22bcknsclmm                                         ;22
7threeeight83gnffnnvvmmfives8                                ;73883gnffnnvvmm5s8                                      ;78
1cndhmeightjh8qnfhqnnbvbsrpvnbndqvxqd                        ;1cndhm8jh8qnfhqnnbvbsrpvnbndqvxqd                       ;18
fivemddsffzmchtwo57                                          ;5mddsffzmch257                                          ;57
two552ln9vrxzclqfckdzdblseight                               ;2552ln9vrxzclqfckdzdbls8                                ;28
xbgtwone6hbhbhzqpvtt2jjjlcmbjrdeightnine                     ;xbg2ne6hbhbhzqpvtt2jjjlcmbjrd89                         ;29
1rshxbpeight3xhgb                                            ;1rshxbp83xhgb                                           ;13
nine7slhsxqqs6threenine                                      ;97slhsxqqs639                                           ;99
4one72b                                                      ;4172b                                                   ;42
vqjdptqtvbksghfqsninesix9                                    ;vqjdptqtvbksghfqs969                                    ;99
vgrdszz2gstfmxtt3                                            ;vgrdszz2gstfmxtt3                                       ;23
1three6twoxqrhlrprvp47                                       ;1362xqrhlrprvp47                                        ;17
pjjhqxmmx199vdtsvkl3mmktp                                    ;pjjhqxmmx199vdtsvkl3mmktp                               ;13
qrxqsqxklr6sixonextrbvsvbpxbqkmfmqh23                        ;qrxqsqxklr661xtrbvsvbpxbqkmfmqh23                       ;63
5rvmcsfkgfour5hvrhfbcklr                                     ;5rvmcsfkg45hvrhfbcklr                                   ;55
lfbhcszfjhdcmdnfgkjmlzggcxvqxmsznqhhmfourrqkhdzzqnn9twonezlp ;lfbhcszfjhdcmdnfgkjmlzggcxvqxmsznqhhm4rqkhdzzqnn92nezlp ;42
txp8cxftvdnb9three4                                          ;txp8cxftvdnb934                                         ;84
3twothree                                                    ;323                                                     ;33
9kqltlbdbv5jxfqh9mqsrfnccseven                               ;9kqltlbdbv5jxfqh9mqsrfncc7                              ;97
five74                                                       ;574                                                     ;54
flqp55qconeeightthree                                        ;flqp55qc183                                             ;53
twoeightsevenone9                                            ;28719                                                   ;29
six627khhnzhjxddf4sixlspfmxtpx                               ;6627khhnzhjxddf46lspfmxtpx                              ;66
d3six                                                        ;d36                                                     ;36
314rcflrzpt6                                                 ;314rcflrzpt6                                            ;36
oneone7                                                      ;117                                                     ;17
srbvrkhdz9sixtwo3fivefpttzvs9one                             ;srbvrkhdz96235fpttzvs91                                 ;91
9pfs                                                         ;9pfs                                                    ;99
697foursixgdfhdrxtwoninehgdznj                               ;69746gdfhdrx29hgdznj                                    ;69
five87                                                       ;587                                                     ;57
5threeeight6fzrthree                                         ;5386fzr3                                                ;53
onecdtfnrljxdninethree4fivenine4qmcqtv                       ;1cdtfnrljxd934594qmcqtv                                 ;14
2threeone92fzh                                               ;23192fzh                                                ;22
fivesevenrn8                                                 ;57rn8                                                   ;58
1tjctrxfbdvtwonekkb                                          ;1tjctrxfbdv2nekkb                                       ;12
jjcpppxztwo5                                                 ;jjcpppxz25                                              ;25
eight4gbqxj4seven                                            ;84gbqxj47                                               ;87
three4nine                                                   ;349                                                     ;39
3nine2one                                                    ;3921                                                    ;31
eight94                                                      ;894                                                     ;84
8xcseven8pjp36                                               ;8xc78pjp36                                              ;86
ninefour94                                                   ;9494                                                    ;94
5five2                                                       ;552                                                     ;52
3ninek                                                       ;39k                                                     ;39
qndtpeight2                                                  ;qndtp82                                                 ;82
kng8sevenpt                                                  ;kng87pt                                                 ;87
6eightpthcstdvfchnszdlmkmtxndbptpm                           ;68pthcstdvfchnszdlmkmtxndbptpm                          ;68
twofourthreesevennqcdnvmxgxhbfb6llqgnqn                      ;2437nqcdnvmxgxhbfb6llqgnqn                              ;26
2gtbpdqj8ninec                                               ;2gtbpdqj89c                                             ;29
715threefour                                                 ;71534                                                   ;74
onebtshxmks8sixspzgdnfkrtljmg5                               ;1btshxmks86spzgdnfkrtljmg5                              ;15
jhpfgbvl1dccvsbzknteight5chccclvvczfiveddzx                  ;jhpfgbvl1dccvsbzknt85chccclvvcz5ddzx                    ;15
seveneightfour3three4one7six                                 ;784334176                                               ;76
75rzsxmnhcn                                                  ;75rzsxmnhcn                                             ;75
xh2                                                          ;xh2                                                     ;22
dsvqrsix1nine                                                ;dsvqr619                                                ;69
6nfknvbxlfzbn7sixsix                                         ;6nfknvbxlfzbn766                                        ;66
psjspjfp7fbhzldkjrjzgkmjqzpc                                 ;psjspjfp7fbhzldkjrjzgkmjqzpc                            ;77
trzpxxtpxb5onethqjpxgghbkbjqrrjtninetwo                      ;trzpxxtpxb51thqjpxgghbkbjqrrjt92                        ;52
threeghgttkkjqjblld8mlngjtdzone                              ;3ghgttkkjqjblld8mlngjtdz1                               ;31
grmjf4fivesix                                                ;grmjf456                                                ;46
xlxfzcrvfvfkjvjprstlxrxndjx7kr2                              ;xlxfzcrvfvfkjvjprstlxrxndjx7kr2                         ;72
ldnspmtwo6bnxrvggp8pjgktbtmjc3                               ;ldnspm26bnxrvggp8pjgktbtmjc3                            ;23
gvj32                                                        ;gvj32                                                   ;32
sixnptnlsmxxrfive48vmrmseven                                 ;6nptnlsmxxr548vmrm7                                     ;67
qrmc1rgmck                                                   ;qrmc1rgmck                                              ;11
three3jpvqpsxqfour                                           ;33jpvqpsxq4                                             ;34
one8dkdhplflcl83twovpkfmzh                                   ;18dkdhplflcl832vpkfmzh                                  ;12
beightwoxtjkxzfcqj9four                                      ;b8woxtjkxzfcqj94                                        ;84
fivetwo25seven9stznfdjng                                     ;522579stznfdjng                                         ;59
8nine6                                                       ;896                                                     ;86
seven1six7                                                   ;7167                                                    ;77
69hkzgmfljnx9three                                           ;69hkzgmfljnx93                                          ;63
sevensevenqgoneblnq9                                         ;77qg1blnq9                                              ;79
79one3mqnmonexhnkvphbgcvjzzrvlmh                             ;7913mqnm1xhnkvphbgcvjzzrvlmh                            ;71
threezqnjvrpxhssklcpltwofoursix4seven                        ;3zqnjvrpxhssklcpl24647                                  ;37
53jntjrfdbf7tmtjmsqhxsix                                     ;53jntjrfdbf7tmtjmsqhx6                                  ;56
5rdfnnmnltwo                                                 ;5rdfnnmnl2                                              ;52
35gzm                                                        ;35gzm                                                   ;35
hbgdptzxd55threenljvkcreighteightnbrlhgdtshtqvtzd            ;hbgdptzxd553nljvkcr88nbrlhgdtshtqvtzd                   ;58
46onedpxdfgjpl                                               ;461dpxdfgjpl                                            ;41
prl91917                                                     ;prl91917                                                ;97
sixbgfjvnqhcqninetwo1one8seven                               ;6bgfjvnqhcq921187                                       ;67
tkcvr56hh                                                    ;tkcvr56hh                                               ;56
bxqcqlsevenrzgnrfzz2grfqh2dgzlz                              ;bxqcql7rzgnrfzz2grfqh2dgzlz                             ;72
fiveonevlhmmkrcsmzfdb5lbxrfivetwo                            ;51vlhmmkrcsmzfdb5lbxr52                                 ;52
nineseven4                                                   ;974                                                     ;94
threebrgzvzhbk8cbrkkpmgv2                                    ;3brgzvzhbk8cbrkkpmgv2                                   ;32
clzkgsxrmnsqvvhfd55seven9three                               ;clzkgsxrmnsqvvhfd55793                                  ;53
nplbth9cfzjqd6ggone                                          ;nplbth9cfzjqd6gg1                                       ;91
9db                                                          ;9db                                                     ;99
rbnqzbsmdsixrmnqqdgmx1hx                                     ;rbnqzbsmd6rmnqqdgmx1hx                                  ;61
3xtwo9nine62                                                 ;3x29962                                                 ;32
6fvhbdfgfjsldtlvln4five6                                     ;6fvhbdfgfjsldtlvln456                                   ;66
5jc5                                                         ;5jc5                                                    ;55
sevenjponethree8seven                                        ;7jp1387                                                 ;77
eight92rfh4nine1jtwooneightb                                 ;892rfh491j2on8b                                         ;88
qtzninetrnc32three3six                                       ;qtz9trnc32336                                           ;96
fourhhlztg3foursix9stv                                       ;4hhlztg3469stv                                          ;49
seventqqgj81vvtc1five                                        ;7tqqgj81vvtc15                                          ;75
8nineoneightg                                                ;891ightg                                                ;81
twomtwo5rncmsr                                               ;2m25rncmsr                                              ;25
fournine7rhggqjthreetwoseven                                 ;497rhggqj327                                            ;47
eight6qgnlxjssqqdlv1tlsxcpdbffxmjpptcpcdpzxzlqqtk            ;86qgnlxjssqqdlv1tlsxcpdbffxmjpptcpcdpzxzlqqtk           ;81
ggdvhdfive6                                                  ;ggdvhd56                                                ;56
4bdfmbqthreeldmthreetwolntnbgvlldvszplfxpsdslqlh             ;4bdfmbq3ldm32lntnbgvlldvszplfxpsdslqlh                  ;42
nine1five                                                    ;915                                                     ;95
38fkd8z                                                      ;38fkd8z                                                 ;38
5twonmp5fivepmrkfhcgxbcpbjksxqvseven                         ;52nmp55pmrkfhcgxbcpbjksxqv7                             ;57
mjxjzfour3cdhmzbgvqtqxtdfivethree7cb                         ;mjxjz43cdhmzbgvqtqxtd537cb                              ;47
nine9xrpsqhtftwothreesevennncsdlclttd                        ;99xrpsqhtf237nncsdlclttd                                ;97
6bfndjktxdtbgsgcncqxrqdrs3                                   ;6bfndjktxdtbgsgcncqxrqdrs3                              ;63
xvcgbgsevenfive6dpceight                                     ;xvcgbg756dpc8                                           ;78
jhzonekvqsmtpsgbsrjs8six                                     ;jhz1kvqsmtpsgbsrjs86                                    ;16
lbxlcdzptwothree5199threepxln                                ;lbxlcdzp2351993pxln                                     ;23
two1rktj1eightqppcfdlm2                                      ;21rktj18qppcfdlm2                                       ;22
336                                                          ;336                                                     ;36
446four6seven                                                ;446467                                                  ;47
threefiveone3hdxkgvdvtwo                                     ;3513hdxkgvdv2                                           ;32
